Neno,Chekucheku,Selemani,Neno,Chekucheku,Seleman
Neno,Chekucheku,Senjere,Neno,Chekucheku,Nsenjere
Neno,Chekucheku,Tiyese,Neno,Chekucheku,Tiyese
Neno,Chekucheku,Wiliam,Neno,Dambe,William
Neno,Chekucheku,Wiliam,Neno,Dambe,William
Neno,Chekucheku,William,Neno,Dambe,William
Neno,Chekucheku,William I,Neno,Dambe,William
Neno,Chekucheku,Wilson,Neno,Chekucheku,Wilson
Neno,Dambe,Belo,Neno,Dambe,Bello
Neno,Dambe,Belo,Neno,Dambe,Bello
Neno,Dambe,Chagwaudyo,Neno,Mlauli,Chagwaudyo
Neno,Dambe,Chakhumbira,Neno,Dambe,Chakhumbira 1
Neno,Dambe,Chikulembera,Neno,Dambe,Chakulembera
Neno,Dambe,Chimbalanga,Neno,Dambe,Chimbalanga 1
Neno,Dambe,Chimphonda,Neno,Chekucheku,Chimphonda
Neno,Dambe,Chinyani,Neno,Dambe,Chinyani
Neno,Dambe,Chiomba 1,Neno,Dambe,Chiomba 1
Neno,Dambe,Chiphaka,Neno,Dambe,Chipapa
Neno,Dambe,Kaingilira,Neno,Dambe,Kaingilila
Neno,Dambe,Kalimedzako,Neno,Dambe,Kalimezako 1
Neno,Dambe,Kalimezako 1,Neno,Dambe,Kalimezako 1
Neno,Dambe,Kamdzani,Neno,Symon,Kanzandi
Neno,Dambe,Kamoto,Neno,Dambe,Kamoto 1
Neno,Dambe,Kamoto 1,Neno,Dambe,Kamoto 1
Neno,Dambe,Kanangwayi,Neno,Dambe,Kanangwanji
Neno,Dambe,Kumphika,Neno,Dambe,Kumpika
Neno,Dambe,Mbengo,Neno,Dambe,Matengo
Neno,Dambe,Mkhwewa,Neno,Dambe,Nkhwewa
Neno,Dambe,Mmola,Neno,Chekucheku,Mmola
Neno,Dambe,Nkhwewa,Neno,Dambe,Nkhwewa
Neno,Dambe,Nseula/ dambe near thumba school,Neno,Dambe,Nseula
Neno,Dambe,Ntemankhawa,Neno,Dambe,Ntemankhawa
Neno,Dambe,Nyakoko,Neno,Dambe,Nyakoko 1
Neno,Dambe,Nyakoko 1,Neno,Dambe,Nyakoko 1
Neno,Dambe,Sekani,Neno,Mlauli,Sekani
Neno,Mlauli,Butao 1,Neno,Mlauli,Butao 1
Neno,Mlauli,Butau,Neno,Mlauli,Butao 1
Neno,Mlauli,Butawo,Neno,Mlauli,Butao 1
Neno,Mlauli,Butawo III,Neno,Mlauli,Butao 3
Neno,Mlauli,Chagwaudyo,Neno,Mlauli,Chagwaudyo
Neno,Mlauli,Chaonda,Neno,Mlauli,Chaonda
Neno,Mlauli,Chapita,Neno,Mlauli,Chapita
Neno,Mlauli,Chasesa,Neno,Mlauli,Chasesa
Neno,Mlauli,Chasesa Trading Centre,Neno,Mlauli,Chasesa
Neno,Mlauli,Chatulukira,Neno,Dambe,Chatulukira
Neno,Mlauli,Chifunga Trading Centre,Neno,Mlauli,Chifunga
Neno,Mlauli,Chikungulu,Neno,Mlauli,Chikungulu
Neno,Mlauli,Chikungungulu,Neno,Mlauli,Chikungulu
Neno,Mlauli,Chimpanzi,Neno,Mlauli,Chimpazi
Neno,Mlauli,Chimpanzi,Neno,Mlauli,Chimpazi
Neno,Mlauli,Chimpazi,Neno,Mlauli,Chimpazi
Neno,Mlauli,Chitibule,Neno,Dambe,Chitibule
Neno,Mlauli,Daelo,Neno,Mlauli,Daelo 1
Neno,Mlauli,Daudi,Neno,Mlauli,Daudi 1
Neno,Mlauli,Daudi,Neno,Mlauli,Daudi 1
Neno,Mlauli,Dzamodya 1,Neno,Mlauli,Dzomodya 1
Neno,Mlauli,Dzikolatha,Neno,Mlauli,Dzikolatha
Neno,Mlauli,Dzomodya,Neno,Mlauli,Dzomodya 1
Neno,Mlauli,Dzomodya,Neno,Mlauli,Dzomodya 1
Neno,Mlauli,Felemu,Neno,Mlauli,Felemu
Neno,Mlauli,Feremu,Neno,Mlauli,Felemu
Neno,Mlauli,Galeta,Neno,Mlauli,Galeta 1
Neno,Mlauli,Gladston,Neno,Mlauli,Gladston
Neno,Mlauli,Gonthi,Neno,Mlauli,Gonthi
Neno,Mlauli,Gwetsere,Neno,Mlauli,Gwetsere
Neno,Mlauli,Jonathan,Neno,Mlauli,Jonathan
Neno,Mlauli,Jonathani,Neno,Mlauli,Jonathan
Neno,Mlauli,Kalinde,Neno,Mlauli,Kalinde 1
Neno,Mlauli,Kalinde 1,Neno,Mlauli,Kalinde 1
Neno,Mlauli,Kalinde 11,Neno,Mlauli,Kalinde 2
Neno,Mlauli,Kambalame,Neno,Mlauli,Kambalame
Neno,Mlauli,Kamtuwale,Neno,Mlauli,Kantuwale
Neno,Mlauli,Kanthuwale,Neno,Mlauli,Kantuwale
Neno,Mlauli,Kantuwale,Neno,Mlauli,Kantuwale
Neno,Mlauli,Kazunga,Neno,Mlauli,Kazunga
Neno,Mlauli,Kumpakiza,Neno,Mlauli,Kumpakiza
Neno,Mlauli,Kundembo,Neno,Dambe,Kundembo
Neno,Mlauli,Kundudza,Neno,Mlauli,Kundudza
Neno,Mlauli,Ligowe Trading Centre,Neno,Mlauli,Ligowe
Neno,Mlauli,Magaleta,Neno,Mlauli,Magaleta
Neno,Mlauli,Magareta,Neno,Mlauli,Magaleta
Neno,Mlauli,Magareta Trading Centre,Neno,Mlauli,Magaleta
Neno,Mlauli,Makanani,Neno,Mlauli,Makanani
Neno,Mlauli,Matemba,Neno,Mlauli,Matemba
Neno,Mlauli,Mbilidzi,Neno,Mlauli,Mbilizi
Neno,Mlauli,Mbilizi,Neno,Mlauli,Mbilizi
Neno,Mlauli,Mkhwewa,Neno,Dambe,Nkhwewa
Neno,Mlauli,Mlauli,Neno,Mlauli,Mlauli
Neno,Mlauli,Mmola,Neno,Mlauli,Mofati
Neno,Mlauli,Mtingala,Neno,Symon,Ntingala
Neno,Mlauli,Mvala,Neno,Mlauli,Mvala
Neno,Mlauli,Mwadaza,Neno,Mlauli,Mwandaza 1
Neno,Mlauli,Mwadaza,Neno,Mlauli,Mwandaza 1
Neno,Mlauli,Mwamdadza,Neno,Mlauli,Mwandaza 1
Neno,Mlauli,Mwam'daza,Neno,Mlauli,Mwandaza 1
Neno,Mlauli,Mwandaza,Neno,Mlauli,Mwandaza 1
Neno,Mlauli,Mwan'daza,Neno,Mlauli,Mwandaza 1
Neno,Mlauli,Nicholus,Neno,Mlauli,Nicholas
Neno,Mlauli,Nikolasi,Neno,Mlauli,Nicholas
Neno,Mlauli,Nikolasi,Neno,Mlauli,Nicholas
Neno,Mlauli,Nsalawatha,Neno,Mlauli,Nsalawatha
Neno,Mlauli,Tundudze,Neno,Mlauli,Tundudze
Neno,Mlauli,Tunduze,Neno,Mlauli,Tundudze
Neno,Mlauli,Zidala,Neno,Mlauli,Zidala
Neno,Mlauli,Zomodya ,Neno,Mlauli,Dzomodya 1
Neno,Mpando,Dzinjilidza,Ntcheu,Mpando,Dzinjiliza
Neno,Mpando,Dzinjiriza 3,Ntcheu,Mpando,Dzinjiliza
Neno,Neno Boma,Donda II,Neno,Chekucheku,Donda 2
Neno,Neno Boma,Donda III,Neno,Chekucheku,Donda 3
Neno,Neno Boma,Neno Trading Centre,Neno,Chekucheku,Neno Boma
Neno,Ngozi,Chidakwani,Neno,Chekucheku,Chidakwani
Neno,Ngozi,Chilombo,Neno,Chekucheku,Chilombo 1
Neno,Ngozi,Donda,Neno,Chekucheku,Donda 1
Neno,Ngozi,Donda ii,Neno,Chekucheku,Donda 2
Neno,Ngozi,Galeta,Neno,Chekucheku,Galeta 1
Neno,Symon,Chikapa,Neno,Symon,Chikapa
Neno,Symon,Chikwekwe,Neno,Symon,Chikwekwe
Neno,Symon,Chilaladzi,Neno,Symon,Chilaladzi
Neno,Symon,Chinkhata,Neno,Symon,Chinkhata
Neno,Symon,Chipanga,Neno,Symon,Chipanga
Neno,Symon,Chivuta,Neno,Symon,Chivuta
Neno,Symon,Funsani,Neno,Symon,Funsani 1
Neno,Symon,Funsani 1,Neno,Symon,Funsani 1
Neno,Symon,Funsani II,Neno,Symon,Funsani 2
Neno,Symon,Gawaza,Neno,Dambe,Gawaza
Neno,Symon,George,Neno,Symon,George
Neno,Symon,Gobede,Neno,Symon,Gobede
Neno,Symon,Kachingwe,Neno,Symon,Kachingwe
Neno,Symon,Kalogwenjere,Neno,Symon,Kaligwenjere
Neno,Symon,Kam'mwamba,Neno,Symon,Kammwamba
Neno,Symon,Kam'mwamba Trading Centre,Neno,Symon,Kammwamba
Neno,Symon,Kamwamba,Neno,Symon,Kammwamba
Neno,Symon,Kandoje,Neno,Symon,Kandoje
Neno,Symon,Kang'ombe,Neno,Symon,Kang'ombe
Neno,Symon,Kanono,Neno,Symon,Kanono
Neno,Symon,Kanselu,Neno,Symon,Kanselu
Neno,Symon,Kasamba,Neno,Symon,Kasamba 1
Neno,Symon,Kasambamlopa,Neno,Symon,Kasambamlopa
Neno,Symon,Khwinda,Neno,Symon,Khwinda
Neno,Symon,Lembani,Neno,Symon,Lembani
Neno,Symon,Likapa,Neno,Symon,Chikapa
Neno,Symon,Limani,Neno,Symon,Limani
Neno,Symon,Limbani,Neno,Symon,Limani
Neno,Symon,Lisungwi Trading Centre,Neno,Symon,Lisungwi
Neno,Symon,Liyenda,Neno,Symon,Liyenda
Neno,Symon,Luwani,Neno,Symon,Ngwenyama 1
Neno,Symon,Manondo,Neno,Symon,Manondo 1
Neno,Symon,Manyenje,Neno,Symon,Manyenje
Neno,Symon,Mapundi,Neno,Symon,Mapundi
Neno,Symon,Masita,Neno,Symon,Masita
Neno,Symon,Mathotho,Neno,Symon,Mathotho
Neno,Symon,Matope Trading Centre,Neno,Symon,Matope
Neno,Symon,Mbemba,Neno,Symon,Mbemba
Neno,Symon,Mbemba Trading Centre,Neno,Symon,Mbemba
Neno,Symon,Mdzala,Neno,Symon,Symon
Neno,Symon,Moffati,Neno,Symon,Moffat
Neno,Symon,Msoda,Neno,Symon,Musoda
Neno,Symon,Mwimbi,Neno,Symon,Mwimbi
Neno,Symon,Mwingitsa,Neno,Symon,Mwingitsa
Neno,Symon,Naminjale Trading Centre,Neno,Symon,Naminjale
Neno,Symon,Ndelema,Neno,Symon,Ndelema
Neno,Symon,Nelesani,Neno,Symon,Nelsan
Neno,Symon,Nelson,Neno,Symon,Nelsan
Neno,Symon,Ngaiyaye,Neno,Symon,Ngaiyaye
Neno,Symon,Ngwenyama,Neno,Symon,Ngwenyama 1
Neno,Symon,Ngwenyama I,Neno,Symon,Ngwenyama 1
Neno,Symon,Ngwenyama II,Neno,Symon,Ngwenyama 2
Neno,Symon,Njalamanu,Neno,Symon,Njalam'mano
Neno,Symon,Njalam'mano,Neno,Symon,Njalam'mano
Neno,Symon,Nkoka,Neno,Symon,Nkoka
Neno,Symon,Nkoko,Neno,Symon,Nkoka
Neno,Symon,Nkula Falls {A},Neno,Symon,Nkula
Neno,Symon,Nkundika,Neno,Symon,Nkundika
Neno,Symon,Nsalafotsi,Neno,Symon,Nsalafosi
Neno,Symon,Nsalawatha,Neno,Mlauli,Nsalawatha
Neno,Symon,Ntenguala,Neno,Symon,Ntengula
Neno,Symon,Ntingala,Neno,Symon,Ntingala
Neno,Symon,Pajo/symon,Neno,Symon,Pajo
Neno,Symon,Samson,Neno,Dambe,Samson
Neno,Symon,Somisomi,Neno,Symon,Somisomi
Neno,Symon,Tchenga,Neno,Symon,Tchenga
Neno,Symon,Waiyatsa,Neno,Symon,Waiyatsa
Neno,Symon,Yela,Neno,Symon,Yela
Neno,Symon,Zalewa,Neno,Symon,Zalewa
Neno,Symon,Zalewa Trading Centre,Neno,Symon,Zalewa
Neno,Tomasi,Nyakoko,Neno,Dambe,Nyakoko 1
Neno,,Chimpanzi,Neno,Mlauli,Chimpazi
Neno,,Chirombo,Neno,Chekucheku,Chilombo 1
Neno,,Nzinjiriza,Ntcheu,Mpando,Dzinjiliza
Neno,,Sekani,Neno,Chekucheku,Sekani
Neno,,Soka,Neno,Dambe,Soka
Symon,,Mwingitsa,Neno,Symon,Mwingitsa
Symon,,Ngwenyama,Neno,Symon,Ngwenyama 1
Symon,,Pajo,Neno,Symon,Pajo
,Chekucheku,Chidakwani,Neno,Chekucheku,Chidakwani
,Chekucheku,Chidakwani,Neno,Chekucheku,Chidakwani
,Chekucheku,Chimchembere,Neno,Chekucheku,Chinchembere
,Chekucheku,Chinchembere,Neno,Chekucheku,Chinchembere
,Chekucheku,Chinchembere,Neno,Chekucheku,Chinchembere
,Chekucheku,Chorombo ii,Neno,Chekucheku,Chirombo I
,Chekucheku,Chorombo ii,Neno,Chekucheku,Chirombo I
,Chekucheku,Donda,Neno,Chekucheku,Donda 1
,Chekucheku,Donda 4,Neno,Chekucheku,Donda 4
,Chekucheku,Donda3,Neno,Chekucheku,Donda 3
,Chekucheku,Donda4,Neno,Chekucheku,Donda 4
,Chekucheku,Galeta 2,Neno,Chekucheku,Galeta 2
,Chekucheku,Nsambe,Neno,Dambe,Nsambe
,Chekucheku,Samson,Neno,Chekucheku,Samson
,Chekucheku,William 2,Neno,Chekucheku,William
,Chekucheku,wilson,Neno,Chekucheku,Wilson
,Chimpanzi,Mlauli,Neno,Mlauli,Chimpazi
,Chimpanzie,Mlauli,Neno,Mlauli,Chimpazi
,chimphonda,chekucheku,Neno,Chekucheku,Chimphonda
,Dambe,Chifenthe,Neno,Dambe,Chifenthe
,Dambe,Chiimpanzi,Neno,Mlauli,Chimpazi
,Dambe,Chilombo,Neno,Chekucheku,Chilombo 1
,Dambe,Chimbalanga 2,Neno,Dambe,Chimbalanga 2
,Dambe,Chomba2,Neno,Dambe,Chiomba 2
,Dambe,Hauya,Neno,Dambe,Hauya
,Dambe,Kamoto,Neno,Dambe,Kamoto 1
,Dambe,Kanangwanji,Neno,Dambe,Kanangwanji
,Dambe,Kumfule,Neno,Dambe,Kufule
,Dambe,Kweneza,Neno,Dambe,Kweneza
,Dambe,Makwangwala,Neno,Dambe,Makwangwala
,Dambe,Mmola,Neno,Dambe,Mmola
,Dambe,Mposadala,Neno,Dambe,Mposadala
,Dambe,Nyakoko,Neno,Dambe,Nyakoko 1
,Dambe,Senjerani,Neno,Dambe,Tsenjerani
,Dambe,Tsabora,Neno,Dambe,Tsabola
,Dzinjiriza,Mpando,Ntcheu,Mpando,Dzinjiliza
,DZOMODYA,MLAULI,Neno,Mlauli,Dzomodya 1
,George,Chekucheku,Neno,Chekucheku,George
,Kalinde,Mlauli,Neno,Mlauli,Kalinde 1
,Kanangwanji,Dambe,Neno,Dambe,Kanangwanji
,Kantuwale,Mlauli,Neno,Mlauli,Kantuwale
,Kumpakiza,Mlauli,Neno,Mlauli,Kumpakiza
,Kweneza,Dambe,Neno,Dambe,Kweneza
,Lembani,simon,Neno,Symon,Lembani
,makamani,Mlauli,Neno,Mlauli,Makanani
,Masamba,Dambe,Neno,Dambe,Masamba
,Mlaui,Magaleta,Neno,Mlauli,Magaleta
,Mlauli,Chawonda,Neno,Mlauli,Chaonda
,Mlauli,Chikungungulu,Neno,Mlauli,Chikungulu
,Mlauli,Chimpanzi,Neno,Mlauli,Chimpazi
,Mlauli,Chimpati,Neno,Mlauli,Chimpazi
,Mlauli,Dzomodya,Neno,Mlauli,Dzomodya 1
,Mlauli,Hifunga,Neno,Mlauli,Chifunga
,Mlauli,July,Neno,Mlauli,July
,Mlauli,Mbirizi,Neno,Mlauli,Mbilizi
,Mlauli,Mwandanza,Neno,Mlauli,Mwandaza 1
,Mphando,Dzinjiriza,Ntcheu,Mpando,Dzinjiliza
,Mtemankhawa,Dambe,Neno,Dambe,Mtemankhawa
,Mtingala,simon,Neno,Symon,Ntingala
,Ngabu,Chimphonda,Neno,Chekucheku,Chinchembere
,Ngozi,Donda,Neno,Chekucheku,Donda 1
,Ngozi,Donda,Neno,Chekucheku,Donda 1
,Nseula,Dambe,Neno,Dambe,Nseula
,Ntaja,Dambe,Neno,Dambe,Ntaja
,Nyakoko,Dambe,Neno,Dambe,Nyakoko 1
,Senjere,chekucheku,Neno,Chekucheku,Senjere
,Symon,Ngwenyama,Neno,Symon,Ngwenyama 1
,Tsenjelani,Dambe,Neno,Dambe,Tsenjerani
,Tundudze,Mlauli,Neno,Mlauli,Tundudze
,Wilson,Chekucheku,Neno,Chekucheku,Wilson
,,Chagwaudyo/mlauli,Neno,Mlauli,Chagwaudyo
,,Chakulembera,Neno,Dambe,Chakulembera
,,Chakulembera/dambe,Neno,Dambe,Chakulembera
,,Cham'bonga/mpando,Ntcheu,Mpando,Chabonga
,,Chatulukira,Neno,Dambe,Chatulukira
,,Chatulukira,Neno,Dambe,Chatulukira
,,Chifenthe,Neno,Dambe,Chifenthe
,,Chikungulu,Neno,Dambe,Chikungulu
,,Chilombo 1,Neno,Chekucheku,Chilombo 1
,,Chimbalanga/dame,Neno,Dambe,Chimbalanga 1
,,Chimbalawala,Neno,Dambe,Chimbalanga 1
,,Chimpadzi,Neno,Mlauli,Chimpazi
,,Chimphonda/chekucheku,Neno,Chekucheku,Chimphonda
,,Chimtibule,Neno,Dambe,Chitibule
,,Chinchembere,Neno,Chekucheku,Chinchembere
,,Chinchembere,Neno,Chekucheku,Chinchembere
,,Chiomba/dambe,Neno,Dambe,Chiomba 1
,,Chirombo,Neno,Chekucheku,Chilombo 1
,,Chirombo 1,Neno,Chekucheku,Chilombo 1
,,Chiwomba,Neno,Dambe,Chiomba 1
,,Chiwomba,Neno,Dambe,Chiomba 1
,,Chiyembekeza/dambve,Neno,Dambe,Chiyembekeza
,,Dambe,Neno,Dambe,Dambe
,,Donda,Neno,Chekucheku,Donda 1
,,Donda,Neno,Chekucheku,Donda 1
,,Donda 2\\,Neno,Chekucheku,Donda 2
,,DzinjilizaII Near Bridge,Ntcheu,Mpando,Dzinjiliza
,,Dzinjiridza,Ntcheu,Mpando,Dzinjiliza
,,Dzinjiriza/mpando,Ntcheu,Mpando,Dzinjiliza
,,Dzomodya,Neno,Mlauli,Dzomodya 1
,,Dzomodya/mlauli,Neno,Mlauli,Dzomodya 1
,,Goch i/mpando,Ntcheu,Mpando,Gochi  Mapoka  I
,,Gochi,Ntcheu,Mpando,Gochi  Mapoka  I
,,Gochi,Ntcheu,Mpando,Gochi  Mapoka  I
,,Golden,Neno,Dambe,Golden
,,Gradstone,Neno,Mlauli,Gladston
,,Haindi,Neno,Dambe,Haindi
,,Kagona,Neno,Dambe,Kagona
,,Kaguza,Neno,Dambe,Kaguza
,,Kaingirira/dambe,Neno,Dambe,Kaingilila
,,Kalimedzako/dambe,Neno,Dambe,Kalimezako 1
,,Kamangwani,Neno,Dambe,Kanangwanji
,,Kamoto,Neno,Chekucheku,Kamoto 2
,,Kanangwanji/dambe,Neno,Dambe,Kanangwanji
,,Khomera,Neno,Dambe,Khomera
,,Kumbwani Dambe,Neno,Dambe,Kumbwani
,,Kumbwani/dambe,Neno,Dambe,Kumbwani
,,Kundembo,Neno,Dambe,Kundembo
,,Lembani,Neno,Symon,Lembani
,,Lembari,Neno,Symon,Lembani
,,Luwani,Neno,Symon,Ngwenyama 1
,,Magaleta,Neno,Mlauli,Magaleta
,,Magaleta ,Neno,Mlauli,Magaleta
,,Magaleta/mlauli,Neno,Mlauli,Magaleta
,,Makanani/mlauli,Neno,Mlauli,Makanani
,,Makanani/mlauli,Neno,Mlauli,Makanani
,,Masamba,Neno,Dambe,Masamba
,,Masamba,Neno,Dambe,Masamba
,,Masamba/dambe,Neno,Dambe,Masamba
,,Masamba/dambe,Neno,Dambe,Masamba
,,Mathotho,Neno,Symon,Mathotho
,,Mbemba,Neno,Symon,Mbemba
,,Mbirizi/mlauli,Neno,Mlauli,Mbilizi
,,Mlauli/mlauli,Neno,Mlauli,Mlauli
,,Mposadala,Neno,Dambe,Mposadala
,,Mtemankhawa,Neno,Dambe,Mtemankhawa
,,Mwingitsa,Neno,Symon,Mwingitsa
,,Ndelema,Neno,Symon,Ndelema
,,Ndelema,Neno,Symon,Ndelema
,,Ndoma,Neno,Dambe,Ndoma
,,Nelsani,Neno,Symon,Nelsan
,,Nelson,Neno,Symon,Nelsan
,,Ngwenyama,Neno,Symon,Ngwenyama 1
,,Ngwenyama,Neno,Symon,Ngwenyama 1
,,Nicholas/mlauli,Neno,Mlauli,Nicholas
,,Nkehiwa,Neno,Dambe,Nkhwewa
,,Nkwewa,Neno,Dambe,Nkhwewa
,,Nsambe,Neno,Dambe,Nsambe
,,Ntaja,Neno,Dambe,Ntaja
,,Nyakoko / dambe,Neno,Dambe,Nyakoko 1
,,Reketa,Neno,Dambe,Leketa
,,Samson,Neno,Symon,Samson
,,Samson 2,Neno,Symon,Samson
,,Selemani,Neno,Chekucheku,Seleman
,,Tiyese,Neno,Chekucheku,Tiyese
,,Tsangano/mpando,Ntcheu,Mpando,Tsangano Trading Centre
,,Tulonkhondo,Mwanza,Kanduku,Tulonkhondo
,,Wilson 1,Neno,Chekucheku,Wilson
Neno,Mlauli,Daelo,Neno,Mlauli,Daelo 1
Neno,,Jonathan,Neno,Mlauli,Jonathan
Neno,,Chikwekwe,Neno,Symon,Chikwekwe
Neno,,Kachingwe,Neno,Symon,Kachingwe
Neno,Symon,Manondo,Neno,Symon,Manondo 1
Neno,,Mwingitsa,Neno,Symon,Mwingitsa
Neno,,Symon,Neno,Symon,Symon
Neno,,Yoyola,Neno,Symon,Yoyola
Neno,Symon,Kasamba,Neno,Symon,Kasamba 1
Neno,,Kasamba,Neno,Symon,Kasamba 1
Neno,,Joseph,Neno,Symon,Josephy
Neno,,Lembani,Neno,Symon,Lembani
Neno,Symon,Kam'mwamba,Neno,Symon,Kammwamba
Neno,Symon,Ntenguala,Neno,Symon,Ntengula
Neno,,Mtengula,Neno,Symon,Ntengula
Neno,,Somisomi,Neno,Symon,Somisomi
Neno,,Nkula,Neno,Symon,Nkula
Neno,,Moffat,Neno,Dambe,Moffati
Neno,Symon,Kamwiri,Neno,Dambe,Kamwiri
Neno,,Kamwiri,Neno,Dambe,Kamwiri
Neno,Symon,Mkwaila,Neno,Chekucheku,Mkwaila
Balaka,Msamala,Kanyimbo,Balaka,Nsamala,Kanyimbo
Neno,,Kanyimbo,Balaka,Nsamala,Kanyimbo
Balaka,Nsamala,Kavala,Balaka,Nsamala,Khwalala
Neno,,Balaza,Blantyre,Chigaru,Balaza
Neno,,Chibweya,Blantyre,Chigaru,Chibweya
Blantyre,Chigalu,Chigalu,Blantyre,Chigaru,Chigaru Trading Centre
Blantyre,Chigalu,Enock,Blantyre,Chigaru,Enock
Blantyre,Chigalu,Kabana,Blantyre,Chigaru,Kabano
Neno,,Mandiwa,Blantyre,Chigaru,Mandiwa
Neno,,Mtambalika,Blantyre,Chigaru,Mtambalika
Blantyre,Chigalu,Nankhwala,Blantyre,Chigaru,Nakhwala
Blantyre,Chigalu,Ngwaya,Blantyre,Chigaru,Ngwaya
Blantyre,Kantaja,Nseule,Blantyre,Kuntaja,Nseule 
Neno,,Raja,Blantyre,Makata,Njeraga
Thyolo,Vumbwe,Chizunga,Thyolo,Bvumbwe,Chizunga Tea  Estate Compound
